id,name,species_id,life_span,temperament,origin,country_codes,country_code,description,bred_for,perfect_for,breed_group,history,reference_image_id,weight,height,image,weight_metric_raw,weight_min,weight_max,weight_mean,height_metric_raw,height_min,height_max,height_mean,life_min,life_max,life_mean,size_cat,temperament_list
176,Norwich Terrier,2,12-15,"Alert, energetic, affectionate, courageous, outgoing","East Anglia, England",GB,GB,"Small, sturdy, and compact terrier with distinctive prick ears, wiry double coat, and lively disposition. Known for its hardy constitution and fearless but affectionate nature.",,,Terrier,"Developed in East Anglia, England in the 1880s as a rugged earth-dog for ratting and fox bolting. Originally grouped with Norfolk Terrier until official separation in 1964 based on ear carriage (Norwich has prick ears). Recognized by AKC in 1979.",D9NaMDkqnJ,"{'imperial': '11-12', 'metric': '5-5.5'}","{'imperial': '9-10', 'metric': '23-25'}","{'id': 'D9NaMDkqnJ', 'url': 'https://cdn4.thedogapi.com/optimized/D9NaMDkqnJ.jpg', 'width': 944, 'height': 1120}",5-5.5,5.0,5.5,5.25,23-25,23.0,25.0,24.0,12.0,15.0,13.5,small,"['Alert', 'energetic', 'affectionate', 'courageous', 'outgoing']"
177,Nova Scotia Duck Tolling Retriever,2,12-14,"Intelligent, energetic, playful, outgoing, alert, affectionate","Nova Scotia, Canada",CA,CA,"The smallest of the retrievers, this medium-sized, athletic sporting dog is known for its distinctive reddish coat with white markings and enthusiastic personality. Originally bred for luring and retrieving waterfowl by playing along the shoreline.",,,Sporting,"Developed in early 19th century Nova Scotia, specifically in the Little River Harbour area of Yarmouth County, to 'toll' (lure) ducks within gunshot range by playing along the shoreline, then retrieve shot birds. Recognized by AKC in 2003.",hCcdtR8rVg,"{'imperial': '35-50', 'metric': '16-23'}","{'imperial': 'Male: 18-21; Female: 17-20', 'metric': 'Male: 46-53; Female: 43-51'}","{'id': 'hCcdtR8rVg', 'url': 'https://cdn4.thedogapi.com/optimized/hCcdtR8rVg.jpg', 'width': 1152, 'height': 928}",16-23,16.0,23.0,19.5,Male: 46-53; Female: 43-51,43.0,53.0,48.25,12.0,14.0,13.0,medium,"['Intelligent', 'energetic', 'playful', 'outgoing', 'alert', 'affectionate']"
179,Olde English Bulldogge,2,9-14,"Confident, courageous, alert, friendly, loyal",United States,US,US,"Athletic and muscular, medium-sized bulldog breed developed to recreate the healthier, more athletic Regency-era English Bulldog with improved health, stable temperament, and well-balanced features without exaggeration",,,Foundation Stock Service,"Developed in the 1970s by David Leavitt to recreate the healthier, more athletic bulldog of the 18th and 19th centuries (Regency Period) using crosses of English Bulldog, American Bulldog, American Pit Bull Terrier, and Bullmastiff. Recognized by UKC but not AKC",NUF657Zjvh,"{'imperial': 'Male: 60-80; Female: 50-70', 'metric': 'Male: 27-36; Female: 23-32'}","{'imperial': 'Male: 17-20; Female: 16-19', 'metric': 'Male: 43-51; Female: 41-48'}","{'id': 'NUF657Zjvh', 'url': 'https://cdn4.thedogapi.com/optimized/NUF657Zjvh.jpg', 'width': 1056, 'height': 1008}",Male: 27-36; Female: 23-32,23.0,36.0,29.5,Male: 43-51; Female: 41-48,41.0,51.0,45.75,9.0,14.0,11.5,large,"['Confident', 'courageous', 'alert', 'friendly', 'loyal']"
178,Old English Sheepdog,2,10-12,"Intelligent, gentle, playful, adaptable, affectionate",England,GB,GB,"Large, athletic herding dog of great strength with distinctive profuse, shaggy double coat in gray and white, famous for its peek-a-boo hairdo and characteristic bear-like gait",,,Herding,Developed in western England in the late 18th century likely from breeds like Bearded Collie and Russian Owtchar. Bred as drovers' dogs to drive cattle and sheep to market. Tails were historically docked to identify them as working dogs exempting them from taxes. Recognized by AKC in 1888,XVygKfbKvg,"{'imperial': 'Male: 70-100; Female: 60-85', 'metric': 'Male: 32-45; Female: 27-39'}","{'imperial': 'Male: 22-24; Female: 21-22', 'metric': 'Male: 56-61; Female: 53-56'}","{'id': 'XVygKfbKvg', 'url': 'https://cdn4.thedogapi.com/optimized/XVygKfbKvg.jpg', 'width': 1200, 'height': 880}",Male: 32-45; Female: 27-39,27.0,45.0,35.75,Male: 56-61; Female: 53-56,53.0,61.0,56.5,10.0,12.0,11.0,large,"['Intelligent', 'gentle', 'playful', 'adaptable', 'affectionate']"
181,Papillon,2,,"Friendly, intelligent, alert, energetic, happy",France and Belgium,FR,FR,"Small, fine-boned, and elegant toy spaniel with distinctive butterfly-like ears (papillon is French for 'butterfly') and silky flowing coat, known for their alert, friendly, and energetic nature",,,Toy,"Descended from continental toy spaniels that were popular in European courts for centuries, appearing in paintings by masters like Titian, Goya, and Rubens. The breed was refined in France and Belgium, with the original drop-eared variety (Phalène) later joined by the erect-eared 'butterfly' version (Papillon)",0qgmSrCbvZ,"{'imperial': '5-10', 'metric': '2-4.5'}","{'imperial': '8-11', 'metric': '20-28'}","{'id': '0qgmSrCbvZ', 'url': 'https://cdn4.thedogapi.com/optimized/0qgmSrCbvZ.jpg', 'width': 896, 'height': 1200}",2-4.5,2.0,4.5,3.25,20-28,20.0,28.0,24.0,,,,small,"['Friendly', 'intelligent', 'alert', 'energetic', 'happy']"
183,Pekingese,2,12-14,"Loyal, independent, confident, courageous, affectionate, alert",China,CN,CN,"Small, compact toy dog of Chinese nobility with a long, profuse double coat, distinctive flat-faced expression, rolling gait, and regal bearing originally bred for Chinese royalty",,,Toy,Ancient breed developed in Chinese imperial court and held sacred in the Imperial Palace in Peking (now Beijing). Exclusively owned by royalty for over 1000 years until Western dogs were brought to England after British troops entered the Forbidden City in 1860 during the Opium Wars.,QpW51pxyRk,"{'imperial': '7-14', 'metric': '3.2-6.4'}","{'imperial': '6-9', 'metric': '15-23'}","{'id': 'QpW51pxyRk', 'url': 'https://cdn4.thedogapi.com/optimized/QpW51pxyRk.jpg', 'width': 1248, 'height': 848}",3.2-6.4,3.2,6.4,4.800000000000001,15-23,15.0,23.0,19.0,12.0,14.0,13.0,small,"['Loyal', 'independent', 'confident', 'courageous', 'affectionate', 'alert']"
184,Pembroke Welsh Corgi,2,12-13,"Intelligent, affectionate, alert, outgoing, playful","Pembrokeshire, Wales",GB,GB,"A low-set, strong, and sturdily built herding dog with short legs, fox-like face, alert expression, and naturally bobbed tail. Known for their intelligence, sturdy build, and distinctive appearance.",,,Herding,"Ancient herding breed from Pembrokeshire, Wales, brought by Flemish weavers in 1107. Developed as a cattle herding dog, their low stature allowed them to nip at cattle's heels and avoid being kicked. Closely associated with British royalty.",R33EpeVC4M,"{'imperial': 'Male: 27-30; Female: 25-28', 'metric': 'Male: 12-14; Female: 11-13'}","{'imperial': '10-12', 'metric': '25-30'}","{'id': 'R33EpeVC4M', 'url': 'https://cdn4.thedogapi.com/optimized/R33EpeVC4M.jpg', 'width': 1200, 'height': 896}",Male: 12-14; Female: 11-13,11.0,14.0,12.5,25-30,25.0,30.0,27.5,12.0,13.0,12.5,small,"['Intelligent', 'affectionate', 'alert', 'outgoing', 'playful']"
188,Pharaoh Hound,2,12-14,"Intelligent, friendly, playful, alert, affectionate",Malta,MT,MT,"Medium-sized elegant sighthound with short tan coat, alert expression, and distinctive ability to 'blush' on nose and ears when excited. A graceful, powerful, and swift breed of ancient origins.",,,Hound,"National dog of Malta and ancient breed believed descended from Egyptian hunting dogs brought by Phoenician traders over 2,000 years ago. Known as 'Kelb tal-Fenek' (rabbit dog) in Malta, used for rabbit hunting. One of oldest domesticated breeds with depictions found in ancient Egyptian tombs. Recognized by AKC in 1983.",dIwJe77wP0,"{'imperial': '45-55', 'metric': '20-25'}","{'imperial': 'Male: 23-25; Female: 21-24', 'metric': 'Male: 58-64; Female: 53-61'}","{'id': 'dIwJe77wP0', 'url': 'https://cdn4.thedogapi.com/optimized/dIwJe77wP0.jpg', 'width': 1024, 'height': 1024}",20-25,20.0,25.0,22.5,Male: 58-64; Female: 53-61,53.0,64.0,59.0,12.0,14.0,13.0,medium,"['Intelligent', 'friendly', 'playful', 'alert', 'affectionate']"
189,Plott Hound,2,12-14,"Loyal, alert, courageous, intelligent, devoted","North Carolina, United States",US,US,"Athletic, streamlined, and powerful scent hound with distinctive brindle coat, known for its intelligence, courage, and exceptional tracking ability. Originally bred for big-game hunting including bear and boar.",,,Hound,Developed in the mountains of North Carolina by German immigrant Johannes Georg Plott from German Hanoverian Schweisshunds brought in the 1750s. Perfected over generations for big-game hunting in the Appalachian Mountains. The only coonhound breed not descended from foxhounds and official state dog of North Carolina.,xqSZ5QgaTA,"{'imperial': 'Male: 50-60; Female: 40-55', 'metric': 'Male: 23-27; Female: 18-25'}","{'imperial': 'Male: 20-25; Female: 20-23', 'metric': 'Male: 51-64; Female: 51-58'}","{'id': 'xqSZ5QgaTA', 'url': 'https://cdn4.thedogapi.com/optimized/xqSZ5QgaTA.jpg', 'width': 1264, 'height': 848}",Male: 23-27; Female: 18-25,18.0,27.0,23.25,Male: 51-64; Female: 51-58,51.0,64.0,56.0,12.0,14.0,13.0,medium,"['Loyal', 'alert', 'courageous', 'intelligent', 'devoted']"
193,Pomeranian,2,12-16,"Alert, intelligent, playful, confident, outgoing",Pomerania region (now parts of Germany and Poland),DE,DE,"Small, compact, active toy spitz breed with abundant fluffy double coat, fox-like expression, and plumed tail carried over the back",,,Toy,Descended from larger Arctic spitz-type sled dogs and bred down to current small size in the Pomerania region. Popularity greatly increased by Queen Victoria who became a breeder and established distinct breed standards,zuTzCtrqg3,"{'imperial': '3-7', 'metric': '1.4-3.2'}","{'imperial': '6-7', 'metric': '15-18'}","{'id': 'zuTzCtrqg3', 'url': 'https://cdn4.thedogapi.com/optimized/zuTzCtrqg3.jpg', 'width': 1136, 'height': 944}",1.4-3.2,1.4,3.2,2.3,15-18,15.0,18.0,16.5,12.0,16.0,14.0,small,"['Alert', 'intelligent', 'playful', 'confident', 'outgoing']"
196,Poodle (Miniature),2,12-16,"Intelligent, alert, playful, confident, eager to please",Germany,DE,DE,"Elegant, athletic, and intelligent smaller version of the Standard Poodle with a curly, hypoallergenic coat and proud carriage",,,Non-Sporting,"Originally developed as water retrievers in Germany, the name 'Poodle' comes from German 'pudel' meaning 'to splash in water'. Miniature variety was bred down from Standard Poodles for companionship, circus performance, and truffle hunting",5Jg8FSr9Eq,"{'imperial': '10-15', 'metric': '4.5-6.8'}","{'imperial': '10-15', 'metric': '25-38'}","{'id': '5Jg8FSr9Eq', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/26157129-e8cc-44a1-bbb1-cec578a5f3d7.png', 'width': 2968, 'height': 2272}",4.5-6.8,4.5,6.8,5.65,25-38,25.0,38.0,31.5,12.0,16.0,14.0,small,"['Intelligent', 'alert', 'playful', 'confident', 'eager to please']"
197,Poodle (Toy),2,10-18,"Intelligent, alert, confident, playful, affectionate, loyal, outgoing",Germany,DE,DE,"Smallest Poodle variety with dense curly hypoallergenic coat and alert, intelligent demeanor. An elegant, proud companion dog known for exceptional trainability and performing ability.",,,Toy,Despite association with France the Poodle originated in Germany as water retrieving dog from German pudel meaning to splash in water. The Toy variety was bred down from Standard and Miniature Poodles for urban companionship and prized by aristocracy for intelligence and performing ability. AKC recognition 1887.,fEv1nEVsy6,"{'imperial': '4-6', 'metric': '1.8-2.7'}","{'imperial': '8-10', 'metric': '20-25'}","{'id': 'fEv1nEVsy6', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/be1783c6-87c7-49bb-80b4-781e91374766.png', 'width': 2898, 'height': 2272}",1.8-2.7,1.8,2.7,2.25,20-25,20.0,25.0,22.5,10.0,18.0,14.0,small,"['Intelligent', 'alert', 'confident', 'playful', 'affectionate', 'loyal', 'outgoing']"
185,Presa Canario,2,9-11,"Confident, calm, protective, intelligent, loyal, courageous","Canary Islands, Spain",ES,ES,"Large, powerfully built mastiff-type dog with robust frame, calm attentive expression, and imposing presence as a confident guardian",,,Working,"Ancient breed native to the Canary Islands, originally developed as versatile farm and guard dog for guarding livestock and property, used for catching and holding cattle. Nearly extinct by the 1960s but revived through careful breeding programs in the 1970s",nF8GskKeDc,"{'imperial': 'Male: 110-130; Female: 85-110', 'metric': 'Male: 50-59; Female: 39-50'}","{'imperial': 'Male: 23-26; Female: 22-25', 'metric': 'Male: 58-66; Female: 56-64'}","{'id': 'nF8GskKeDc', 'url': 'https://cdn4.thedogapi.com/optimized/nF8GskKeDc.jpg', 'width': 1200, 'height': 880}",Male: 50-59; Female: 39-50,39.0,59.0,49.5,Male: 58-66; Female: 56-64,56.0,66.0,61.0,9.0,11.0,10.0,large,"['Confident', 'calm', 'protective', 'intelligent', 'loyal', 'courageous']"
201,Pug,2,,"Affectionate, playful, friendly, charming, adaptable",China,CN,CN,"Small, compact, and sturdy toy breed with a distinctive wrinkled, short-muzzled face, curled tail, and charming, mischievous personality",,,Toy,"Ancient breed originating in China as prized companions for Chinese emperors. Brought to Europe in the 16th century by Dutch traders, became official dog of House of Orange in Holland, gained widespread popularity in Victorian England",sKx0rFHMRN,"{'imperial': '14-18', 'metric': '6-8'}","{'imperial': '10-13', 'metric': '25-33'}","{'id': 'sKx0rFHMRN', 'url': 'https://cdn4.thedogapi.com/optimized/sKx0rFHMRN.jpg', 'width': 1264, 'height': 832}",6-8,6.0,8.0,7.0,25-33,25.0,33.0,29.0,,,,small,"['Affectionate', 'playful', 'friendly', 'charming', 'adaptable']"
204,Puli,2,10-16,"Intelligent, energetic, loyal, alert, devoted, playful",Hungary,HU,HU,"Compact, medium-sized Hungarian herding dog known for its distinctive, naturally corded coat resembling dreadlocks, giving it an agile and athletic build with quick, spirited movement",,,Herding,"Ancient Hungarian sheepdog breed brought by Magyar tribes over 1000 years ago, traditionally used for herding and guarding livestock on the Hungarian plains. Their unique corded coat provided protection from predators and harsh weather. Nearly decimated by World War II but saved by dedicated breeding programs",BH8KAhIGvc,"{'imperial': 'Male: 30-35; Female: 25-30', 'metric': 'Male: 13.5-16; Female: 11-14'}","{'imperial': 'Male: 16.5-17.5; Female: 14.5-16.5', 'metric': 'Male: 40-44; Female: 37-41'}","{'id': 'BH8KAhIGvc', 'url': 'https://cdn4.thedogapi.com/optimized/BH8KAhIGvc.jpg', 'width': 1168, 'height': 912}",Male: 13.5-16; Female: 11-14,11.0,16.0,13.625,Male: 40-44; Female: 37-41,37.0,44.0,40.5,10.0,16.0,13.0,medium,"['Intelligent', 'energetic', 'loyal', 'alert', 'devoted', 'playful']"
205,Pumi,2,12-13,"Intelligent, energetic, alert, playful, loyal, confident",Hungary,HU,HU,"Medium-sized, agile Hungarian herding dog known for its whimsical, terrier-like expression, distinctive corkscrew-curled coat, and high-set semi-erect ears with an alert, lively attitude",,,Herding,"Developed in Hungary during the 17th-18th centuries from crossbreeding the native Puli with German and French herding dogs and terriers. Used as versatile farm dogs for herding cattle, sheep, and swine",yJmx50juxq,"{'imperial': '22-29', 'metric': '10-13'}","{'imperial': 'Male: 16-18.5; Female: 15-17.5', 'metric': 'Male: 41-47; Female: 38-44'}","{'id': 'yJmx50juxq', 'url': 'https://cdn4.thedogapi.com/optimized/yJmx50juxq.jpg', 'width': 1104, 'height': 960}",10-13,10.0,13.0,11.5,Male: 41-47; Female: 38-44,38.0,47.0,42.5,12.0,13.0,12.5,small,"['Intelligent', 'energetic', 'alert', 'playful', 'loyal', 'confident']"
125,Pyrenean Mountain Dog,2,10-12,"Gentle, confident, protective, independent, calm, loyal","Pyrenees Mountains, France",FR,FR,"Large, majestic, and immensely powerful livestock guardian with thick white double coat and natural guardian instincts developed for mountain work",,,Working,Ancient breed used for centuries by shepherds in the Pyrenees Mountains of France and Spain to guard flocks against predators like wolves and bears. Known as 'Chien de Montagne des Pyrénées' and standardized by the FCI.,tmAE5C1taz,"{'imperial': 'Male: 100-160; Female: 85-115', 'metric': 'Male: 45-73; Female: 39-52'}","{'imperial': 'Male: 27-32; Female: 25-29', 'metric': 'Male: 69-81; Female: 63-74'}","{'id': 'tmAE5C1taz', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/1b8f2066-261d-46d4-a358-23f61edc5d1a.png', 'width': 2950, 'height': 2242}",Male: 45-73; Female: 39-52,39.0,73.0,52.25,Male: 69-81; Female: 63-74,63.0,81.0,71.75,10.0,12.0,11.0,large,"['Gentle', 'confident', 'protective', 'independent', 'calm', 'loyal']"
207,Rat Terrier,2,12-18,"Alert, intelligent, energetic, friendly, playful, loyal",United States,US,US,"Compact, energetic American terrier with smooth coat and athletic build, developed as a versatile all-purpose farm dog and vermin hunter",,,Terrier,"Developed in early 20th century United States from European terriers brought by British migrants, including Fox Terrier and Manchester Terrier, for farm vermin control and companionship. President Theodore Roosevelt was a notable owner and credited with naming the breed. AKC recognition in 2013.",mR1VeAsbKF,"{'imperial': '10-25', 'metric': '4-11'}","{'imperial': '10-18', 'metric': '25-46'}","{'id': 'mR1VeAsbKF', 'url': 'https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg', 'width': 1152, 'height': 928}",4-11,4.0,11.0,7.5,25-46,25.0,46.0,35.5,12.0,18.0,15.0,small,"['Alert', 'intelligent', 'energetic', 'friendly', 'playful', 'loyal']"
208,Redbone Coonhound,2,12-15,"Friendly, loyal, eager to please, energetic, affectionate",United States,US,US,"Medium to large athletic hound with a striking solid red coat, known for its speed, agility, and powerful scenting ability. Sleek and muscular, this breed was developed specifically for hunting raccoons and other game.",,,Hound,"Developed in the American South, primarily in Georgia, during the late 18th and early 19th centuries by Scottish immigrants. Created from red-colored Irish Foxhounds and Bloodhounds to produce a fast, hot-nosed hound for trailing and treeing raccoons and larger game. The breed name is attributed to early breeder Peter Redbone. Recognized by the AKC in 2009.",9kvNw9tFVP,"{'imperial': '45-70', 'metric': '20-32'}","{'imperial': 'Male: 22-27; Female: 21-26', 'metric': 'Male: 56-69; Female: 53-66'}","{'id': '9kvNw9tFVP', 'url': 'https://cdn4.thedogapi.com/optimized/9kvNw9tFVP.jpg', 'width': 1184, 'height': 896}",20-32,20.0,32.0,26.0,Male: 56-69; Female: 53-66,53.0,69.0,61.0,12.0,15.0,13.5,medium,"['Friendly', 'loyal', 'eager to please', 'energetic', 'affectionate']"
209,Rhodesian Ridgeback,2,10-12,"Loyal, intelligent, confident, independent, affectionate",Southern Africa,ZA,ZA,"Large, muscular, and athletic hound with a distinctive ridge of hair running along its back, originally bred to hunt lions in Africa. Known for their dignified, even-tempered nature and loyal disposition.",,,Hound,"Developed in Southern Africa by crossing native ridged Khoikhoi dogs with European breeds like Mastiffs and Greyhounds. Bred by farmers and hunters for tracking and holding big game, notably lions, at bay. Recognized by South African Kennel Union in the 1920s.",Q3DE5jQ8fR,"{'imperial': 'Male: 80-90; Female: 65-75', 'metric': 'Male: 36-41; Female: 29-34'}","{'imperial': 'Male: 25-27; Female: 24-26', 'metric': 'Male: 64-69; Female: 61-66'}","{'id': 'Q3DE5jQ8fR', 'url': 'https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg', 'width': 1264, 'height': 832}",Male: 36-41; Female: 29-34,29.0,41.0,35.0,Male: 64-69; Female: 61-66,61.0,69.0,65.0,10.0,12.0,11.0,large,"['Loyal', 'intelligent', 'confident', 'independent', 'affectionate']"
210,Rottweiler,2,9-10,"Confident, loyal, courageous, calm, protective, affectionate","Rottweil, Germany",DE,DE,"Large, robust, muscular working dog with black coat and tan markings, known for great strength, protective instincts, and confident temperament. A loyal and loving guardian breed.",,,Working,"Descended from Roman drover dogs, developed in the German town of Rottweil as cattle herders and guard dogs. Known as the 'Butcher's Dog of Rottweil', they protected butchers' money to and from market. Numbers declined with advent of railroads but was revived in early 20th century. Later used for protection and police work",LxI7Kkc5oH,"{'imperial': 'Male: 95-135; Female: 80-100', 'metric': 'Male: 43-61; Female: 36-45'}","{'imperial': 'Male: 24-27; Female: 22-25', 'metric': 'Male: 61-69; Female: 56-64'}","{'id': 'LxI7Kkc5oH', 'url': 'https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg', 'width': 1184, 'height': 896}",Male: 43-61; Female: 36-45,36.0,61.0,46.25,Male: 61-69; Female: 56-64,56.0,69.0,62.5,9.0,10.0,9.5,large,"['Confident', 'loyal', 'courageous', 'calm', 'protective', 'affectionate']"
211,Russian Toy,2,12-14,"Alert, intelligent, loyal, playful, affectionate, energetic, outgoing",Russia,RU,RU,"Very small, elegant toy breed with fine bone structure and lively expression, available in both smooth and long coat varieties. Known for their cheerful disposition and fragile build.",,,Toy,"Developed in Russia from English Toy Terriers in the early 20th century. Nearly extinct after the Russian Revolution but rebuilt from remaining dogs post-WWII, leading to standardization of both smooth and long-coated varieties. Recently recognized by AKC in 2022.",DXnBRzsNdw,"{'imperial': '3-6.5', 'metric': '1.4-3'}","{'imperial': '8-11', 'metric': '20-28'}","{'id': 'DXnBRzsNdw', 'url': 'https://cdn4.thedogapi.com/optimized/DXnBRzsNdw.jpg', 'width': 1040, 'height': 1024}",1.4-3,1.4,3.0,2.2,20-28,20.0,28.0,24.0,12.0,14.0,13.0,small,"['Alert', 'intelligent', 'loyal', 'playful', 'affectionate', 'energetic', 'outgoing']"
212,Saint Bernard,2,8-10,"Gentle, friendly, calm, patient, loyal, protective",Switzerland,CH,CH,"A powerful, giant-sized working breed from the Swiss Alps with distinctive markings and massive head, originally bred for mountain rescue. Known for its gentle, patient nature and calm temperament.",,,Working,Developed by monks at the Great St. Bernard Hospice on the border of Switzerland and Italy for rescue work in treacherous Alpine conditions. Used to locate and rescue travelers lost in snow and fog of dangerous Alpine passes,IcWEuLHtBn,"{'imperial': 'Male: 140-180; Female: 120-140', 'metric': 'Male: 64-82; Female: 54-64'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'IcWEuLHtBn', 'url': 'https://cdn4.thedogapi.com/optimized/IcWEuLHtBn.jpg', 'width': 1264, 'height': 848}",Male: 64-82; Female: 54-64,54.0,82.0,66.0,Male: 71-76; Female: 66-71,66.0,76.0,71.0,8.0,10.0,9.0,large,"['Gentle', 'friendly', 'calm', 'patient', 'loyal', 'protective']"
213,Saluki,2,10-17,"Gentle, independent, intelligent, devoted, calm, reserved",Middle East (Fertile Crescent),EG,EG,"Ancient, elegant sighthound of the Middle East with graceful build, feathered ears and tail, known for extraordinary speed, endurance, and dignified nature. Bred for hunting gazelle across desert terrain.",,,Hound,"One of the most ancient domesticated dog breeds, treasured by royalty and Bedouin tribes for thousands of years. Considered sacred by Muslims and revered throughout the Middle East for hunting gazelle and swift prey across desert terrain.",XEsp2dsjPM,"{'imperial': 'Male: 40-65; Female: 35-55', 'metric': 'Male: 18-29; Female: 16-25'}","{'imperial': '23-28', 'metric': '58-71'}","{'id': 'XEsp2dsjPM', 'url': 'https://cdn4.thedogapi.com/optimized/XEsp2dsjPM.jpg', 'width': 1152, 'height': 928}",Male: 18-29; Female: 16-25,16.0,29.0,22.0,58-71,58.0,71.0,64.5,10.0,17.0,13.5,medium,"['Gentle', 'independent', 'intelligent', 'devoted', 'calm', 'reserved']"
214,Samoyed,2,12-14,"Friendly, gentle, adaptable, alert, intelligent, playful",Siberia,RU,RU,"A powerful and graceful medium to large Arctic spitz breed with a thick, all-white double coat and distinctive 'Samoyed smile' created by the upturned corners of the mouth",,,Working,"Ancient breed developed by the nomadic Samoyede people of Siberia over 3,000 years ago for herding reindeer, pulling sleds, and companionship. Their thick coats protected them from brutal climate, and they often slept with families for warmth. Brought out of Siberia in late 19th and early 20th centuries. Recognized by AKC in 1906.",bLkWhvuqNJ,"{'imperial': 'Male: 45-65; Female: 35-50', 'metric': 'Male: 20-29; Female: 16-23'}","{'imperial': 'Male: 21-23.5; Female: 19-21', 'metric': 'Male: 53-60; Female: 48-53'}","{'id': 'bLkWhvuqNJ', 'url': 'https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg', 'width': 1024, 'height': 1040}",Male: 20-29; Female: 16-23,16.0,29.0,22.0,Male: 53-60; Female: 48-53,48.0,60.0,53.5,12.0,14.0,13.0,medium,"['Friendly', 'gentle', 'adaptable', 'alert', 'intelligent', 'playful']"
216,Schipperke,2,12-14,"Alert, confident, energetic, intelligent, independent, curious",Belgium,BE,BE,"Small, compact, tailless spitz-type dog with a distinctive fox-like face, thick double coat, and abundant ruff around the neck. Known as the 'little captain', this agile black dog has a confident demeanor and alert expression.",,,Non-Sporting,Developed in the Flemish regions of Belgium as a canal barge watchdog and ratter. The name means 'little captain' and the breed served as an adept guardian and vermin hunter on Belgian waterways for centuries.,fWSbovpqXi,"{'imperial': '10-16', 'metric': '4.5-7'}","{'imperial': '10-13', 'metric': '25-33'}","{'id': 'fWSbovpqXi', 'url': 'https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg', 'width': 1200, 'height': 896}",4.5-7,4.5,7.0,5.75,25-33,25.0,33.0,29.0,12.0,14.0,13.0,small,"['Alert', 'confident', 'energetic', 'intelligent', 'independent', 'curious']"
218,Scottish Deerhound,2,8-11,"Gentle, dignified, calm, loyal, friendly",Scotland,GB,GB,"Large, athletic sighthound with rough, wiry coat and dignified bearing, often called the 'Royal Dog of Scotland', bred for coursing giant red deer in the Scottish Highlands",,,Hound,"Ancient sighthound breed developed in Scottish Highlands to hunt giant wild red deer. Once so prized that ownership was restricted to nobility, nearly went extinct with decline of clan system but was revived in 19th century. Recognized by AKC in 1886.",i9G4f21V3R,"{'imperial': 'Male: 85-110; Female: 75-95', 'metric': 'Male: 39-50; Female: 34-43'}","{'imperial': 'Male: 30-32; Female: 28-30', 'metric': 'Male: 76-81; Female: 71-76'}","{'id': 'i9G4f21V3R', 'url': 'https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg', 'width': 1264, 'height': 832}",Male: 39-50; Female: 34-43,34.0,50.0,41.5,Male: 76-81; Female: 71-76,71.0,81.0,76.0,8.0,11.0,9.5,large,"['Gentle', 'dignified', 'calm', 'loyal', 'friendly']"
219,Scottish Terrier,2,12-15,"Confident, independent, alert, intelligent, loyal",Scotland,GB,GB,"Small, compact, and sturdy terrier with a distinctive wiry coat, erect ears, beard and eyebrows, and dignified, confident presence",,,Terrier,"One of Scotland's oldest Highland terrier breeds, developed in the Scottish Highlands for hunting vermin in difficult terrain. Recognized by The Kennel Club (UK) in 1883 and the AKC in 1885.",KHqTyrsJV6,"{'imperial': 'Male: 19-22; Female: 18-21', 'metric': 'Male: 8.5-10; Female: 8-9.5'}","{'imperial': '10-11', 'metric': '25-28'}","{'id': 'KHqTyrsJV6', 'url': 'https://cdn4.thedogapi.com/optimized/KHqTyrsJV6.jpg', 'width': 928, 'height': 1152}",Male: 8.5-10; Female: 8-9.5,8.0,10.0,9.0,25-28,25.0,28.0,26.5,12.0,15.0,13.5,small,"['Confident', 'independent', 'alert', 'intelligent', 'loyal']"
221,Shetland Sheepdog,2,12-14,"Intelligent, loyal, alert, playful, gentle, eager to please","Shetland Islands, Scotland",GB,GB,"Small, agile herding dog from the Shetland Islands, resembling a miniature Rough Collie with a dense double coat, intelligent expression, and alert demeanor. A distinct breed known for its bright, playful nature and collie-like appearance.",,,Herding,"Developed in the rugged Shetland Islands of Scotland as a small, hardy herding dog for sheep and ponies in harsh conditions. Created by crossing native dogs with Border Collies, Scotch Collies and possibly Spitz breeds. Recognized by AKC in 1911.",sed3BFUfdo,"{'imperial': '15-25', 'metric': '7-11'}","{'imperial': '13-16', 'metric': '33-41'}","{'id': 'sed3BFUfdo', 'url': 'https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg', 'width': 1200, 'height': 896}",7-11,7.0,11.0,9.0,33-41,33.0,41.0,37.0,12.0,14.0,13.0,small,"['Intelligent', 'loyal', 'alert', 'playful', 'gentle', 'eager to please']"
